word,english,frequency
litteraturen,the literature,98
has,have,98
krönika,chronicle,98
surrogat,surrogate,98
tanklös,harebrained,98
portsmouth,portsmouth,98
whitmore,whitmore,98
honduras,Honduras,98
aggressivitet,aggressiveness,98
slöddret,the slur,98
förfalskad,counterfeit,98
köttets,of the flesh,98
disciplinen,the discipline,98
bilbomb,car bomb,98
stretcha,stretch,98
uppkoppling,connection,98
grönkål,kale,98
gerillan,the guerilla,98
manet,jellyfish,98
fienderna,the enemies,98
alfalfa,alfalfa,98
frey,frey,98
ungmö,Maiden,98
hejdar,stops,98
abilene,abilene,98
nance,nance,98
blåsigt,windy,98
tjugotre,twenty three,98
dunkla,dim,98
syskonen,the siblings,98
left,left,98
krigsförklaring,declaration of war,98
wolff,wolff,98
ombordstigning,boarding,98
ogenomtränglig,impervious,98
dyngan,the dung,98
tulpaner,tulips,98
viviane,Vivian,98
flanagan,the flannel,98
mallorca,Majorca,98
beundransvärd,admirable,98
nomar,nomads,98
skamliga,shameful,98
dröjsmålet,the delay,98
uppringd,dialed,98
too,too,98
rask,brisk,98
freeze,freeze,98
småsak,bauble,98
lazlo,lazlo,98
egoistiskt,egotistical,98
bakterierna,the bacteria,98
cla,cla,98
greppar,grips,98
pepparsprej,pepper spray,98
troligast,most likely,98
dayton,dayton,98
mcfly,mcfly,98
goldstein,goldstein,98
trauman,the trauma,98
fetma,obesity,98
häpen,astonished,98
meisner,Meisner,98
hak,chin,98
tonåringarna,the teenagers,98
borger,citizen,98
davor,davors,98
christ,christ,98
tallahassee,tallahassee,98
bakfickan,back pocket,98
tidtabellen,the timetable,98
afrikaner,Africans,98
adrien,adria,98
rã,rã,98
förgiftades,was poisoned,98
tweed,tweed,98
radband,rosary,98
skeptiska,skeptical,98
enfaldiga,silly,98
tunnare,thinner,98
krampanfall,convulsions,98
anställdes,was employed,98
pratkvarn,chatterbox,98
överraskningsmomentet,the element of surprise,98
pooler,pools,98
drill,drill,98
rumsnummer,room number,98
affärsmöte,business meeting,98
godbit,tidbit,98
höggs,was cut,98
sögs,was sucked,98
keramik,ceramics,98
coral,coral,98
ortega,Ortega,98
syrsor,crickets,98
godric,Godric,98
håg,mind,98
komedier,comedies,98
kassören,the treasurer,98
idrottsmän,sportsmen,98
going,going,98
kratta,rake,98
oops,oops,98
klarsynt,perceptive,98
ovärdigt,unworthy,98
prästens,the priest's,98
arial,Arial,98
capri,Capri,98
motorvägar,highways,98
stenåldern,the Stone Age,98
oklara,unclear,98
varda,be,98
klyftigt,cleft,98
kroppsbyggnad,physique,98
allman,common man,98
bortrövad,robbed,98
hylsor,sleeves,98
calvert,Calvert,98
dikterar,dictates,98
stadsdelen,the district,98
tha,that,98
skyhöga,sky high,98
efterforskning,research,98
niners,niners,98
else,otherwise,98
spökstad,ghost town,98
rödljus,red light,98
metaforiskt,metaphorically,98
infödd,native,98
skoltiden,school time,98
befalla,command,98
oförglömlig,unforgettable,98
flottiga,nimble,98
bligh,please,98
magont,stomach ache,98
otänkbara,unthinkable,98
överfört,transferred,98
myrsveden,the marsh wood,98
mässlingen,the measles,98
matställe,eatery,97
nomineringen,the nomination,97
maneter,jellyfish,97
storfräsare,large milling cutter,97
anslutna,connected,97
luriga,sly,97
malachi,malachi,97
uppvaktar,courting,97
missionär,missionary,97
saliga,blissful,97
infrastrukturen,the infrastructure,97
waynes,waynes,97
wheaton,wheaton,97
provresultat,test results,97
herrtoaletten,the men's room,97
nöjespark,amusement park,97
otillåten,unauthorized,97
cologne,cologne,97
infraröd,infrared,97
sdl,sdl,97
chronicle,chronicle,97
why,why,97
favör,favor,97
framåtglimt,forward glance,97
halshuggning,beheading,97
påbörjats,commenced,97
baratheon,the baratheon,97
kladda,smudge,97
nutida,contemporary,97
basse,Bass,97
huxley,Huxley,97
delegationen,the delegation,97
ganz,quite,97
spiran,the scepter,97
zimmer,zimmer,97
uppfinnaren,the inventor,97
spruckit,cracked,97
packard,Packard,97
earlen,the earl,97
inrättning,institution,97
hölstret,the holster,97
niece,niece,97
stitch,stitch,97
smaskigt,yummy,97
larven,the caterpillar,97
avvisande,rejecting,97
stonehaven,stonehaven,97
tilly,tilly,97
skolbuss,school bus,97
gabriels,Gabriel,97
tama,tame,97
läppglans,lip-gloss,97
välbärgad,well off,97
herrskapet,the lordship,97
dieten,the diet,97
fjeldsø,mountain lake,97
taxametern,the taximeter,97
carlsson,Carlsson,97
tardis,tardis,97
opinionen,public opinion,97
utstått,endured,97
colson,colson,97
nöjt,satisfied,97
vändor,turns,97
polismördare,cop killer,97
ilona,Ilona,97
dagiset,the kindergarten,97
filosofin,the philosophy,97
gafflar,forks,97
kwan,kwan,97
exponera,expose,97
ammo,ammo,97
inreda,furnishing,97
läkemedlet,the medicine,97
tabbade,blundered,97
minutes,minutes,97
hair,hair,97
distribuera,distribute,97
lastrum,cargo hold,97
återställ,restore,97
mittjobb,middle job,97
misse,miss,97
think,think,97
avsändare,sender,97
påminnas,be reminded,97
uppmana,invite,97
mittpunkt,center point,97
karlen,the man,97
edwina,edwina,97
fortast,the fastest,97
alerta,alert,97
kembleford,kembleford,97
ovanvåningen,upstairs,97
lito,litho,97
ränker,intrigues,97
cause,cause,97
vänligheten,the kindness,97
grytor,pots,97
yngst,youngest,97
förbandslådan,the first aid kit,97
motattack,counter attack,97
släcktes,was extinguished,97
arabien,Arabia,97
intravenöst,intravenously,97
märkligare,more strange,97
idiotsäkert,foolproof,97
tilda,tilde,97
morra,growl,97
amin,amen,97
pulitzer,pulitzer,97
brandbil,fire engine,97
sjöjungfrun,the mermaid,97
sötpotatis,sweet potato,97
punch,punch,97
köksbordet,the kitchen table,97
avrådde,advised against,97
utdöd,extinct,97
mmm-hmm,mmm-hmm,97
ballen,the ball,97
hawkeye,hawkeye,97
sått,seeded,97
butterfly,butterfly,97
straffregister,criminal record,97
asbest,Asbestos,97
vie,vie,97
synagogan,the synagogue,97
skolpojke,schoolboy,97
eldig,fiery,97
siamesiska,Siamese,97
närstrid,close combat,97
monet,monet,97
sanningsenligt,truthfully,97
obehöriga,unauthorized,97
cylons,cylons,97
jago,Yes,97
synska,psychic,97
majsbröd,cornbread,97
generatorer,generators,97
kusken,the coachman,97
tacksamt,thankfully,97
skorpioner,scorpions,97
väckning,awakening,97
eksem,eczema,97
pålitligt,reliable,97
niro,niro,97
expediten,the clerk,97
dojo,dojo,97
saboterat,sabotaged,97
scrooge,scrooge,97
macintosh,macintosh,97
sonmanto,son mantle,97
kollegas,colleague's,97
dykarna,the divers,97
träben,wooden leg,97
otillgänglig,inaccessible,97
legitima,legitimate,97
puta,pad,97
armbanden,the bracelets,97
genuint,genuinely,97
guacamole,guacamole,97
lockbetet,the lure,97
onanerade,masturbated,97
ramma,ram,97
mexikanen,the mexican,97
närapå,nearly,97
tami,Tammy,97
proposition,proposition,97
fjortonde,fourteenth,97
hemvärnet,the home guard,97
gränssnittet,the interface,97
polackerna,the Poles,97
gilda,valid,97
begrep,concept,97
strimma,streak,97
aborter,abortions,97
duckar,ducks,97
tystnadsplikten,the duty of confidentiality,97
fängslar,imprisons,97
pier,pier,97
gordons,Gordon's,97
operationerna,the operations,97
pony,pony,97
yakuza,yakuza,97
vriden,twisted,97
santi,santi,97
jönsson,Jonsson,97
freds,of peace,97
byråkrat,bureaucrat,97
plakat,placard,97
fisket,the fishing,97
bengt-ove,bengt-ove,97
nedersta,bottom,97
baronens,baron's,97
väckarklockan,the alarm clock,96
knuffades,was pushed,96
cheerleaders,cheerleaders,96
chu,chu,96
förlagt,misplaced,96
latnok,lazy,96
slutresultatet,the end result,96
paja,pie,96
varningsskott,warning shot,96
språnget,the leap,96
glänta,glade,96
nycker,capricious,96
betjänter,valet,96
republic,republic,96
någongång,sometime,96
fingeravtrycket,the fingerprint,96
battlestar,battlestar,96
nothing,nothing,96
card,card,96
kärnkraft,nuclear power,96
hotchner,hotchner,96
stridsspets,warhead,96
tryne,snout,96
landslaget,the national team,96
mormoner,Mormons,96
rajan,the king,96
indraget,indented,96
kiropraktor,chiropractor,96
ihâg,remember,96
strandhuset,the beach house,96
tvåor,twos,96
hovmästaren,the butler,96
avbokar,cancels,96
teleportera,teleport,96
renande,purifying,96
regnig,rainy,96
pirrar,tingles,96
flik,Tab,96
testad,tested,96
dräpt,killed,96
conklin,conklin,96
starkwood,starkwood,96
philo,philo,96
kopplats,connected,96
faxade,faxed,96
newtons,newtons,96
barça,Barca,96
slâ,beat,96
large,large,96
bebisarna,the babies,96
vortex,vortex,96
sebbe,sebbe,96
vibrationerna,the vibrations,96
spekulation,speculation,96
omgivningarna,the surroundings,96
titans,titans,96
halvön,peninsula,96
halter,halts,96
onykter,intoxicated,96
förtjänsten,the merit,96
frikort,free pass,96
spadar,spades,96
wilshire,wilshire,96
våningarna,the floors,96
worm,worms,96
mayweather,mayweather,96
professorns,the professor's,96
nordirland,northern ireland,96
sammanfattar,summarizes,96
blodomloppet,the bloodstream,96
mongoliet,Mongolia,96
arvodet,the fee,96
mylene,mylene,96
skådespelerskor,actresses,96
åkalla,invoke,96
kemoterapi,chemotherapy,96
tråkigaste,most boring,96
kruxet,the crux,96
judge,judge,96
malaya,Malay,96
fostrade,fostered,96
resonemang,reasoning,96
hutton,Hutton,96
moset,the mash,96
vänsterhanden,the left hand,96
befordrade,promoted,96
visualisera,visualize,96
befunnit,found,96
fromma,pious,96
racerförare,racing driver,96
davos,Davos,96
rövade,robbed,96
jukeboxen,the jukebox,96
blåögd,blue eyed,96
bröllops,nuptial,96
vinnas,be won,96
svalna,cool down,96
landsman,compatriot,96
provocerande,provocative,96
frimurarna,the freemasons,96
stavros,stave rose,96
rådgivaren,the advisor,96
schäfer,shepherd,96
fotbollsplanen,the soccer field,96
dynamik,dynamics,96
arbetsförmedlingen,the employment agency,96
volontärer,volunteers,96
francie,France,96
återinföra,reintroduce,96
marinsoldaterna,the marines,96
talesättet,the saying,96
hälsoproblem,health problems,96
kampanjer,campaigns,96
minimilön,minimum wage,96
fängelserna,the prisons,96
promicin,promicin,96
susar,whizzing,96
belthazor,belthazos,96
kombinerade,combined,96
veka,week,96
strut,cone,96
ödelade,devastated,96
vrickat,sprained,96
korgosse,choirboy,96
tv-bolaget,the television company,96
scooby-doo,scooby-doo,96
lilo,lilo,96
handväskor,handbags,96
waco,waco,96
ivo,ivo,96
loving,loving,96
jamison,Jamison,96
saké,thing,96
kirurgisk,surgical,96
nei,no,96
pjåkigt,playfully,96
snarkade,snored,96
lus,louse,96
knas,crunch,96
ptro,ptro,96
silvermynt,silver coin,96
grinder,grinder,96
harrow,Harrow,96
älskades,was loved,96
rembrandt,rembrandt,96
irrar,wandering,96
suzuki,suzuki,96
disciplinerad,disciplined,96
mången,the lot,96
chop,chop,96
försten,the first,96
killarnas,the boys',96
biet,the bee,96
kojan,the hut,96
memorerat,memorized,96
nu.,Now.,96
gulfkriget,the gulf war,96
gnuggar,rubs,96
y.,y.,96
zimbabwe,zimbabwe,96
själs,soul's,96
phantom,phantom,96
ögonfransar,eyelashes,96
kapitalismen,capitalism,96
assisterar,assists,96
smidigare,more flexible,96
verktyget,the tool,96
genitalier,genitalia,96
surrande,buzzing,96
dagdrivare,loafer,96
belönade,rewarded,96
skapande,creative,96
evenemanget,the event,96
dumbo,stupid,96
diskbänken,the sink,96
instrumentet,the instrument,96
försäkringspengarna,the insurance money,96
affärsuppgörelse,business settlement,95
geting,wasp,95
sheffield,sheffield,95
fritog,exempted,95
konstruerat,constructed,95
prägel,touch,95
givaren,the donor,95
minigolf,miniature golf,95
bibliska,biblical,95
anagram,anagram,95
bågar,arches,95
somerset,somerset,95
undertecknar,sign,95
quinlan,quinlan,95
drax,drax,95
rutter,routes,95
suspekt,suspicious,95
skamfläck,pubis,95
mako,mako,95
söderns,of the south,95
väckas,be awakened,95
frisyrer,hairstyles,95
vener,veins,95
seska,Seska,95
pelarna,the pillars,95
popper,popper,95
trollstav,magic wand,95
illuminati,illuminati,95
aktörer,actors,95
askar,boxes,95
sneakers,sneakers,95
skalvet,the quake,95
redmond,redmond,95
pj,pj,95
och-,and-,95
16-årig,16 year old,95
redig,ready,95
pyssling,leprechaun,95
undkommer,escapes,95
surra,lash,95
fattigdomen,the poverty,95
medgörlig,conformable,95
minibussen,the minibus,95
segrarna,the victories,95
espen,the aspen,95
wallander,wallander,95
väsendet,the being,95
droska,cab,95
hitch,hitch,95
caspere,Casper,95
ain,ain,95
överilat,rashly,95
miljardären,the billionaire,95
fallenhet,aptitude,95
filosofen,the philosopher,95
espn,esp,95
krans,wreath,95
seine,his,95
crewe,crew,95
överskattar,overestimates,95
ströva,stroll,95
ozzie,ozzie,95
improvisation,improvisation,95
madea,Madea,95
honungen,the honey,95
ämnat,intended,95
sköttes,was taken care of,95
trotsat,defied,95
donatorn,the donor,95
nedbruten,broken down,95
rank,rank,95
kallnat,cold,95
valeria,Valeria,95
föreligger,exists,95
havsvatten,sea ​​water,95
giljotinen,the guillotine,95
provsvar,test answers,95
heterosexuella,heterosexual,95
rollie,Rollie,95
dominerade,dominated,95
slöfock,slouch,95
supernova,supernova,95
knoxville,knoxville,95
avlösa,relieve,95
tuffingar,tough guys,95
tekanna,teapot,95
förmer,forms,95
sociologi,sociology,95
obebodd,uninhabited,95
kontroversiellt,controversial,95
lombardo,lombard,95
behövts,was needed,95
godzilla,godzilla,95
uh-oh,uh-oh,95
ang,according to,95
rishög,jalopy,95
punka,punk,95
nonchalant,nonchalant,95
frukterna,the fruits,95
kompakt,compact,95
separationen,the separation,95
beblanda,mix up,95
attan,eight,95
söte,cutie,95
chappelle,Chappelle,95
utrikes,foreign,95
icc,inc,95
trassla,get tangled up,95
cellgifter,chemotherapy drugs,95
chubby,chubby,95
gennaro,Gennaro,95
nappa,napping,95
ramp,ramp,95
astrologi,astrology,95
putsar,polishes,95
förpackningen,the packaging,95
styrning,steering,95
yxor,axes,95
svartas,answered,95
alexej,Alexey,95
enkelbiljett,single ticket,95
barnsköterska,child nurse,95
elisha,Elisha,95
söderhavet,the south sea,95
överföras,transferred,95
blåslagen,bruised,95
brytningen,the refraction,95
bp,bp,95
fdr,formerly,95
soldats,the soldier,95
grange,grange,95
vyvyan,view view,95
schakt,shaft,95
lätthet,ease,95
corn,corn,95
checkhäftet,the checkbook,95
testresultaten,the test results,95
karman,Karma,95
smittskyddsinstitutet,the institute for infection control,95
identifieringen,the identification,95
nuddar,touches,95
tjuvlyssnar,eavesdropping,95
avsvimmad,passed out,95
rye,rye,95
flygvapnets,of the Air Force,95
dragons,dragons,95
theta,theta,95
slickat,licked,95
skärpan,the sharpness,95
källorna,the sources,95
quebec,Quebec,95
pant,pledge,95
barnmorskan,the midwife,95
sang,song,95
övernattning,overnight stay,95
kvadrant,quadrant,95
skitarg,shitty,95
mutationer,mutations,95
strömmade,flowed,95
paraguay,Paraguay,95
fudge,fudge,95
karlberg,Carl Berg,95
vårdnadshavare,caregiver,95
vilkas,whose,95
trucken,the truck,95
ärorika,glorious,95
målas,painted,95
frigivna,released,95
dunkel,dim,95
bugsy,buggy,95
dödsruna,obituary,95
warriors,warriors,95
renad,cleaned,95
låsning,locking,95
stefans,Stephen's,95
luffaren,the tramp,95
framförde,performed,95
jorma,jorma,95
alphonse,Alphonse,95
filmbolaget,the film company,95
handbromsen,handbrake,95
villervalle,Wilderness,95
stekpannan,the frying pan,95
löstes,was solved,95
forsar,rapids,95
marika,marika,95
kyffe,hovel,95
k-20,k-20,95
spanky,spanky,95
saw,saw,95
arlen,Arlen,95
sinnessjukdom,mental illness,95
äkthet,authenticity,95
merlotte,Merlotte,95
målområdet,target area,95
bianchi,bianchi,95
försena,delay,94
vårlovet,spring break,94
1950-talet,The 1950s,94
gunner,gunner,94
låssmed,locksmith,94
gawain,gawain,94
barber,barber,94
förringa,belittle,94
talförmågan,the ability to speak,94
gylf,Fly,94
rudi,rudi,94
t-bag,t-bag,94
snobbiga,snobbish,94
anträffbar,findable,94
chapelle,chapel,94
höljet,the casing,94
streets,streets,94
avfallet,the waste,94
skivspelare,record player,94
soja,soya,94
barmhärtiga,merciful,94
racet,the race,94
vittnets,of the witness,94
tankbilen,the tanker,94
rocks,rocks,94
tingsrätten,the district court,94
kopplades,was connected,94
mears,mears,94
jurymedlem,juror,94
dulles,dulled,94
aristokrat,aristocrat,94
nobba,noob,94
skepparn,the skipper,94
urna,urn,94
evakuerat,evacuated,94
delorean,the delorean,94
poliskommissarie,police commissioner,94
variationer,variations,94
runkle,runkle,94
wizard,wizard,94
luftrummet,the air space,94
nein,no,94
liva,live,94
boko,book,94
parodi,parody,94
daffy,daffy,94
kretskortet,the circuit board,94
downtown,downtown,94
stridsyxan,the battle axe,94
detaljen,the detail,94
yttrande,opinion,94
krigade,fought,94
chale,cottage,94
förslava,enslave,94
drömhus,dream house,94
regerade,reigned,94
hubotar,hubots,94
ogillande,disapproval,94
wax,wax,94
donut,doughnut,94
padawan,the padawan,94
airport,airport,94
överflödigt,superfluous,94
obekräftade,unconfirmed,94
schulz,schulz,94
viskande,whispering,94
luncher,lunches,94
neurologiskt,neurologically,94
dobby,dobby,94
minneskortet,the memory card,94
ovillig,unwilling,94
åskådarna,the spectators,94
skaderapport,damage report,94
reglera,regulate,94
världshistorien,world history,94
simning,swimming,94
bend,bend,94
kräkningar,vomiting,94
ashford,ashford,94
skitters,skitters,94
mördares,murderer's,94
ostindiska,East Indian,94
middagsbjudning,dinner party,94
rebellernas,of the rebels,94
